Unnamed: 0	Pheno	UKB ID	IDP short name	Units	Type	Cat.	Category name	IDP description	N(disc)	Npar(disc)	Nnonpar(disc)	N(rep)	Npar(rep)	Nnonpar(rep)	N(fullscan)	Npar(fullscan)	Nnonpar(fullscan)	Heritability	Heritability(SE)
1357	1358.0	26574	aseg rh intensity Caudate	AU	float	4.0	regional and tissue intensity	Mean intensity of Caudate in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2215	0.0214
1358	1359.0	26575	aseg rh intensity Putamen	AU	float	4.0	regional and tissue intensity	Mean intensity of Putamen in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2618	0.0313
1359	1360.0	26576	aseg rh intensity Pallidum	AU	float	4.0	regional and tissue intensity	Mean intensity of Pallidum in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2137	0.0243
1360	1361.0	26577	aseg rh intensity Hippocampus	AU	float	4.0	regional and tissue intensity	Mean intensity of Hippocampus in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1943	0.0172
1361	1362.0	26578	aseg rh intensity Amygdala	AU	float	4.0	regional and tissue intensity	Mean intensity of Amygdala in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.151	0.0175
1362	1363.0	26579	aseg rh intensity Accumbens-area	AU	float	4.0	regional and tissue intensity	Mean intensity of Accumbens-area in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2556	0.0305
1363	1364.0	26580	aseg rh intensity VentralDC	AU	float	4.0	regional and tissue intensity	Mean intensity of VentralDC in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1402	0.0177
1364	1365.0	26581	aseg rh intensity vessel	AU	float	4.0	regional and tissue intensity	Mean intensity of vessel in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0549	0.0161
1365	1366.0	26582	aseg rh intensity choroid-plexus	AU	float	4.0	regional and tissue intensity	Mean intensity of choroid-plexus in the right hemisphere generated by subcortical volumetric segmentation (aseg)	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.1784	0.0219
1366	1367.0	26989	wg lh intensity-contrast unknown	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in unknown in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.0484	0.013
1367	1368.0	26990	wg lh intensity-contrast bankssts	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in bankssts in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2969	0.0268
1368	1369.0	26991	wg lh intensity-contrast caudalanteriorcingulate	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in caudalanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.1524	0.0192
1369	1370.0	26992	wg lh intensity-contrast caudalmiddlefrontal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in caudalmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.325	0.0274
1370	1371.0	26993	wg lh intensity-contrast cuneus	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in cuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3349	0.0372
1371	1372.0	26994	wg lh intensity-contrast entorhinal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in entorhinal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.2005	0.0225
1372	1373.0	26995	wg lh intensity-contrast fusiform	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in fusiform in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3663	0.0313
1373	1374.0	26996	wg lh intensity-contrast inferiorparietal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in inferiorparietal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3514	0.0299
1374	1375.0	26997	wg lh intensity-contrast inferiortemporal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in inferiortemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3434	0.0295
1375	1376.0	26998	wg lh intensity-contrast isthmuscingulate	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in isthmuscingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10686.0	-	-	31967.0	31942.0	31953.0	0.3041	0.0335
1376	1377.0	26999	wg lh intensity-contrast lateraloccipital	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in lateraloccipital in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3617	0.031
1377	1378.0	27000	wg lh intensity-contrast lateralorbitofrontal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in lateralorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10685.0	10680	10683	31967.0	31942.0	31953.0	0.3298	0.0309
1378	1379.0	27001	wg lh intensity-contrast lingual	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in lingual in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3485	0.0278
1379	1380.0	27002	wg lh intensity-contrast medialorbitofrontal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in medialorbitofrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.2703	0.0284
1380	1381.0	27003	wg lh intensity-contrast middletemporal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in middletemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3407	0.0296
1381	1382.0	27004	wg lh intensity-contrast parahippocampal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in parahippocampal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.2671	0.0247
1382	1383.0	27005	wg lh intensity-contrast paracentral	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in paracentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3164	0.026
1383	1384.0	27006	wg lh intensity-contrast parsopercularis	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in parsopercularis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3443	0.0304
1384	1385.0	27007	wg lh intensity-contrast parsorbitalis	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in parsorbitalis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.2949	0.0239
1385	1386.0	27008	wg lh intensity-contrast parstriangularis	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in parstriangularis in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3143	0.0288
1386	1387.0	27009	wg lh intensity-contrast pericalcarine	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in pericalcarine in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.263	0.0243
1387	1388.0	27010	wg lh intensity-contrast postcentral	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in postcentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.356	0.0326
1388	1389.0	27011	wg lh intensity-contrast posteriorcingulate	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in posteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10686.0	10681	10684	31967.0	31942.0	31953.0	0.2812	0.0255
1389	1390.0	27012	wg lh intensity-contrast precentral	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in precentral in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3461	0.0284
1390	1391.0	27013	wg lh intensity-contrast precuneus	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in precuneus in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3941	0.0343
1391	1392.0	27014	wg lh intensity-contrast rostralanteriorcingulate	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in rostralanteriorcingulate in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10685.0	10680	10683	31967.0	31942.0	31953.0	0.2373	0.0256
1392	1393.0	27015	wg lh intensity-contrast rostralmiddlefrontal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in rostralmiddlefrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3541	0.0317
1393	1394.0	27016	wg lh intensity-contrast superiorfrontal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in superiorfrontal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3682	0.0292
1394	1395.0	27017	wg lh intensity-contrast superiorparietal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in superiorparietal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3777	0.0349
1395	1396.0	27018	wg lh intensity-contrast superiortemporal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in superiortemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3609	0.03
1396	1397.0	27019	wg lh intensity-contrast supramarginal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in supramarginal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3583	0.0295
1397	1398.0	27020	wg lh intensity-contrast frontalpole	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in frontalpole in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10685.0	-	-	31967.0	31942.0	31953.0	0.2299	0.0248
1398	1399.0	27021	wg lh intensity-contrast temporalpole	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in temporalpole in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21281.0	21261.0	21269.0	10686.0	10681	10684	31967.0	31942.0	31953.0	0.1836	0.0203
1399	1400.0	27022	wg lh intensity-contrast transversetemporal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in transversetemporal in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.294	0.0384
1400	1401.0	27023	wg lh intensity-contrast insula	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in insula in the left hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3152	0.03
1401	1402.0	27024	wg rh intensity-contrast unknown	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in unknown in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.029	0.0133
1402	1403.0	27025	wg rh intensity-contrast bankssts	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in bankssts in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3224	0.0266
1403	1404.0	27026	wg rh intensity-contrast caudalanteriorcingulate	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in caudalanteriorcingulate in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10684.0	-	-	31966.0	31941.0	31952.0	0.156	0.0185
1404	1405.0	27027	wg rh intensity-contrast caudalmiddlefrontal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in caudalmiddlefrontal in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3145	0.026
1405	1406.0	27028	wg rh intensity-contrast cuneus	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in cuneus in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3208	0.0346
1406	1407.0	27029	wg rh intensity-contrast entorhinal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in entorhinal in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.1976	0.0209
1407	1408.0	27030	wg rh intensity-contrast fusiform	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in fusiform in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3512	0.0323
1408	1409.0	27031	wg rh intensity-contrast inferiorparietal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in inferiorparietal in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	-	-	31968.0	31943.0	31954.0	0.3567	0.0313
1409	1410.0	27032	wg rh intensity-contrast inferiortemporal	AU	float	5.0	cortical grey-white contrast	Grey-white contrast in inferiortemporal in the right hemisphere calculated as a percentage of the mean gray-white matter intensity from Desikan-Killiany parcellation	21282.0	21262.0	21270.0	10686.0	10681	10684	31968.0	31943.0	31954.0	0.3393	0.0301
